date,product,role,long_oi,short_oi,net_oi,long_trade,short_trade,net_trade
2019-04-03,小型臺指,外資,882,2470,-1588,31753,32772,-1019
2019-04-03,小型臺指,投信,82,0,82,0,0,0
2019-04-03,小型臺指,自營商,22906,2475,20431,9991,9228,763
2019-04-03,臺股期貨,外資,76073,16340,59733,43325,43799,-474
2019-04-03,臺股期貨,投信,1561,28347,-26786,306,20,286
2019-04-03,臺股期貨,自營商,10303,14704,-4401,12890,12628,262
2019-04-08,小型臺指,外資,3347,504,2843,32999,28568,4431
2019-04-08,小型臺指,投信,82,0,82,0,0,0
2019-04-08,小型臺指,自營商,21185,2750,18435,7985,9973,-1988
2019-04-08,臺股期貨,外資,80048,17269,62779,47729,44683,3046
2019-04-08,臺股期貨,投信,1567,27872,-26305,481,0,481
2019-04-08,臺股期貨,自營商,9677,15875,-6198,11436,13235,-1799
2019-04-09,小型臺指,外資,5249,199,5050,21613,19406,2207
2019-04-09,小型臺指,投信,82,0,82,0,0,0
2019-04-09,小型臺指,自營商,23214,3107,20107,9359,6783,2576
2019-04-09,臺股期貨,外資,84800,17674,67126,32618,28271,4347
2019-04-09,臺股期貨,投信,1525,27560,-26035,322,52,270
2019-04-09,臺股期貨,自營商,10225,16161,-5936,9837,9801,36
2019-04-10,小型臺指,外資,4003,1217,2786,25011,27360,-2349
2019-04-10,小型臺指,投信,82,0,82,0,0,0
2019-04-10,小型臺指,自營商,22921,2468,20453,8919,8331,588
2019-04-10,臺股期貨,外資,83163,19049,64114,33107,36119,-3012
2019-04-10,臺股期貨,投信,1443,27551,-26108,9,82,-73
2019-04-10,臺股期貨,自營商,8557,14072,-5515,12799,12465,334
2019-04-11,小型臺指,外資,3061,1635,1426,32641,33941,-1300
2019-04-11,小型臺指,投信,82,0,82,0,0,0
2019-04-11,小型臺指,自營商,23262,3333,19929,10636,10904,-268
2019-04-11,臺股期貨,外資,81975,19085,62890,45941,47180,-1239
2019-04-11,臺股期貨,投信,1420,27573,-26153,1,46,-45
2019-04-11,臺股期貨,自營商,7899,12354,-4455,15057,14061,996
2019-04-12,小型臺指,外資,2438,1813,625,28419,29220,-801
2019-04-12,小型臺指,投信,82,0,82,0,0,0
2019-04-12,小型臺指,自營商,22896,3470,19426,7454,8565,-1111
2019-04-12,臺股期貨,外資,81766,18660,63106,51167,50951,216
2019-04-12,臺股期貨,投信,1420,27573,-26153,6000,6000,0
2019-04-12,臺股期貨,自營商,7907,13486,-5579,10442,11414,-972
2019-04-15,小型臺指,外資,2256,2042,214,28250,28653,-403
2019-04-15,小型臺指,投信,82,0,82,7,7,0
2019-04-15,小型臺指,自營商,23966,4020,19946,12277,12405,-128
2019-04-15,臺股期貨,外資,87231,25775,61456,70315,71967,-1652
2019-04-15,臺股期貨,投信,1427,27352,-25925,15397,15169,228
2019-04-15,臺股期貨,自營商,10541,14974,-4433,20956,19648,1308
2019-04-16,小型臺指,外資,2418,1939,479,31004,30739,265
2019-04-16,小型臺指,投信,82,0,82,75,75,0
2019-04-16,小型臺指,自營商,28376,5882,22494,16607,14503,2104
2019-04-16,臺股期貨,外資,90176,29614,60562,77280,78152,-872
2019-04-16,臺股期貨,投信,1394,27339,-25945,7455,7475,-20
2019-04-16,臺股期貨,自營商,10750,13179,-2429,24094,21979,2115
2019-04-17,小型臺指,外資,5040,163,4877,30853,30119,734
2019-04-17,小型臺指,投信,82,0,82,0,0,0
2019-04-17,小型臺指,自營商,17847,1370,16477,13932,14332,-400
2019-04-17,臺股期貨,外資,78296,15549,62747,56023,52461,3562
2019-04-17,臺股期貨,投信,1356,26701,-25345,763,163,600
2019-04-17,臺股期貨,自營商,7419,14638,-7219,22186,25669,-3483
2019-04-18,小型臺指,外資,1768,840,928,37538,41487,-3949
2019-04-18,小型臺指,投信,82,0,82,0,0,0
2019-04-18,小型臺指,自營商,19624,1932,17692,12285,11382,903
2019-04-18,臺股期貨,外資,79739,16728,63011,48144,47880,264
2019-04-18,臺股期貨,投信,1350,27112,-25762,7,424,-417
2019-04-18,臺股期貨,自營商,8329,15718,-7389,14155,14247,-92
2019-04-19,小型臺指,外資,3610,817,2793,32186,30321,1865
2019-04-19,小型臺指,投信,82,0,82,0,0,0
2019-04-19,小型臺指,自營商,18179,2676,15503,9212,11545,-2333
2019-04-19,臺股期貨,外資,81576,17683,63893,35463,34581,882
2019-04-19,臺股期貨,投信,1347,27312,-25965,0,203,-203
2019-04-19,臺股期貨,自營商,8642,16321,-7679,11301,11555,-254
2019-04-22,小型臺指,外資,2964,1239,1725,21452,22520,-1068
2019-04-22,小型臺指,投信,82,0,82,0,0,0
2019-04-22,小型臺指,自營商,18470,2702,15768,7363,7134,229
2019-04-22,臺股期貨,外資,79160,18426,60734,22919,26078,-3159
2019-04-22,臺股期貨,投信,1347,27306,-25959,6,0,6
2019-04-22,臺股期貨,自營商,9094,15508,-6414,8818,7544,1274
2019-04-23,小型臺指,外資,3866,871,2995,38240,36970,1270
2019-04-23,小型臺指,投信,82,0,82,0,0,0
2019-04-23,小型臺指,自營商,19129,2964,16165,10758,10145,613
2019-04-23,臺股期貨,外資,79616,17359,62257,41838,40315,1523
2019-04-23,臺股期貨,投信,1335,27305,-25970,8,19,-11
2019-04-23,臺股期貨,自營商,9308,16383,-7075,12840,13555,-715
2019-04-24,小型臺指,外資,1324,1431,-107,33384,36451,-3067
2019-04-24,小型臺指,投信,82,0,82,0,0,0
2019-04-24,小型臺指,自營商,18643,2901,15742,10722,11545,-823
2019-04-24,臺股期貨,外資,76102,19984,56118,39657,45796,-6139
2019-04-24,臺股期貨,投信,1338,27306,-25968,4,2,2
2019-04-24,臺股期貨,自營商,8954,13430,-4476,16829,14154,2675
2019-04-25,小型臺指,外資,5501,973,4528,35634,30999,4635
2019-04-25,小型臺指,投信,82,0,82,0,0,0
2019-04-25,小型臺指,自營商,18572,3400,15172,9123,9693,-570
2019-04-25,臺股期貨,外資,80011,19158,60853,44198,39463,4735
2019-04-25,臺股期貨,投信,1338,26398,-25060,913,5,908
2019-04-25,臺股期貨,自營商,9112,15766,-6654,9491,11669,-2178
2019-04-26,小型臺指,外資,655,3194,-2539,41026,48093,-7067
2019-04-26,小型臺指,投信,82,0,82,0,0,0
2019-04-26,小型臺指,自營商,16701,2706,13995,12120,12793,-673
2019-04-26,臺股期貨,外資,75250,21029,54221,50377,57009,-6632
2019-04-26,臺股期貨,投信,1316,27007,-25691,0,631,-631
2019-04-26,臺股期貨,自營商,9206,15575,-6369,16294,16135,159
2019-04-29,小型臺指,外資,1956,1657,299,35503,32665,2838
2019-04-29,小型臺指,投信,82,0,82,0,0,0
2019-04-29,小型臺指,自營商,15883,2998,12885,8390,9532,-1142
2019-04-29,臺股期貨,外資,76507,20059,56448,40631,38404,2227
2019-04-29,臺股期貨,投信,1321,27047,-25726,13,48,-35
2019-04-29,臺股期貨,自營商,9086,15920,-6834,11286,11743,-457
2019-04-30,小型臺指,外資,2556,1011,1545,30145,28899,1246
2019-04-30,小型臺指,投信,82,0,82,0,0,0
2019-04-30,小型臺指,自營商,17701,3040,14661,9966,8258,1708
2019-04-30,臺股期貨,外資,77328,19574,57754,40024,38718,1306
2019-04-30,臺股期貨,投信,1319,27051,-25732,0,6,-6
2019-04-30,臺股期貨,自營商,9825,14117,-4292,13282,10723,2559
2019-05-02,小型臺指,外資,3119,2182,937,38965,39628,-663
2019-05-02,小型臺指,投信,82,0,82,0,0,0
2019-05-02,小型臺指,自營商,15546,2952,12594,12752,14766,-2014
2019-05-02,臺股期貨,外資,76770,20063,56707,45878,46925,-1047
2019-05-02,臺股期貨,投信,1339,26723,-25384,348,0,348
2019-05-02,臺股期貨,自營商,9264,14076,-4812,17125,17651,-526
2019-05-03,小型臺指,外資,7677,1365,6312,39647,34272,5375
2019-05-03,小型臺指,投信,82,0,82,0,0,0
2019-05-03,小型臺指,自營商,19911,3573,16338,14026,10278,3748
2019-05-03,臺股期貨,外資,81322,20571,60751,47381,43337,4044
2019-05-03,臺股期貨,投信,1343,26172,-24829,569,14,555
2019-05-03,臺股期貨,自營商,10055,13804,-3749,17477,16415,1062
2019-05-06,小型臺指,外資,837,3391,-2554,45848,54714,-8866
2019-05-06,小型臺指,投信,82,0,82,0,0,0
2019-05-06,小型臺指,自營商,16974,4379,12595,18407,22150,-3743
2019-05-06,臺股期貨,外資,74317,24309,50008,57154,67897,-10743
2019-05-06,臺股期貨,投信,1307,27224,-25917,41,1129,-1088
2019-05-06,臺股期貨,自營商,9932,12781,-2849,23633,22733,900
2019-05-07,小型臺指,外資,3697,2213,1484,47088,42978,4110
2019-05-07,小型臺指,投信,82,0,82,0,0,0
2019-05-07,小型臺指,自營商,17057,4923,12134,12475,13160,-685
2019-05-07,臺股期貨,外資,78380,21431,56949,61457,54534,6923
2019-05-07,臺股期貨,投信,1316,26681,-25365,552,0,552
2019-05-07,臺股期貨,自營商,10095,15065,-4970,16593,18658,-2065
2019-05-08,小型臺指,外資,812,5853,-5041,55172,61757,-6585
2019-05-08,小型臺指,投信,82,0,82,0,0,0
2019-05-08,小型臺指,自營商,15721,3319,12402,15483,15090,393
2019-05-08,臺股期貨,外資,79651,24634,55017,70630,72562,-1932
2019-05-08,臺股期貨,投信,1311,26937,-25626,9,270,-261
2019-05-08,臺股期貨,自營商,7931,13895,-5964,18732,19762,-1030
2019-05-09,小型臺指,外資,238,11001,-10763,68346,74068,-5722
2019-05-09,小型臺指,投信,82,0,82,0,0,0
2019-05-09,小型臺指,自營商,16236,3864,12372,19298,18968,330
2019-05-09,臺股期貨,外資,78181,29444,48737,85071,91351,-6280
2019-05-09,臺股期貨,投信,1293,27887,-26594,0,968,-968
2019-05-09,臺股期貨,自營商,11000,15813,-4813,23674,22613,1061
2019-05-10,小型臺指,外資,388,7029,-6641,114577,110451,4126
2019-05-10,小型臺指,投信,82,0,82,0,0,0
2019-05-10,小型臺指,自營商,17792,4220,13572,29640,27996,1644
2019-05-10,臺股期貨,外資,84371,27363,57008,163476,155206,8270
2019-05-10,臺股期貨,投信,1281,27935,-26654,8091,8151,-60
2019-05-10,臺股期貨,自營商,11558,18774,-7216,31113,33627,-2514
2019-05-13,小型臺指,外資,598,13583,-12985,77647,87191,-9544
2019-05-13,小型臺指,投信,82,0,82,7,7,0
2019-05-13,小型臺指,自營商,15174,5383,9791,17401,21550,-4149
2019-05-13,臺股期貨,外資,91439,42130,49309,128626,135525,-6899
2019-05-13,臺股期貨,投信,1268,28632,-27364,13373,14083,-710
2019-05-13,臺股期貨,自營商,12132,20990,-8858,25234,26779,-1545
2019-05-14,小型臺指,外資,496,14736,-14240,100934,102293,-1359
2019-05-14,小型臺指,投信,94,0,94,87,75,12
2019-05-14,小型臺指,自營商,15760,5860,9900,27991,26482,1509
2019-05-14,臺股期貨,外資,94256,43286,50970,147360,145673,1687
2019-05-14,臺股期貨,投信,1233,28451,-27218,7174,7028,146
2019-05-14,臺股期貨,自營商,7286,17652,-10366,38837,40695,-1858
2019-05-15,小型臺指,外資,1336,1969,-633,58390,58509,-119
2019-05-15,小型臺指,投信,94,0,94,0,0,0
2019-05-15,小型臺指,自營商,7658,4019,3639,21695,16389,5306
2019-05-15,臺股期貨,外資,67514,20364,47150,84008,84045,-37
2019-05-15,臺股期貨,投信,1229,27886,-26657,1157,590,567
2019-05-15,臺股期貨,自營商,6095,10306,-4211,31684,27651,4033
2019-05-16,小型臺指,外資,1424,3268,-1844,66807,68018,-1211
2019-05-16,小型臺指,投信,94,0,94,0,0,0
2019-05-16,小型臺指,自營商,7967,5447,2520,10731,12202,-1471
2019-05-16,臺股期貨,外資,68067,18895,49172,76813,74791,2022
2019-05-16,臺股期貨,投信,1260,28404,-27144,43,530,-487
2019-05-16,臺股期貨,自營商,8014,14667,-6653,15090,17444,-2354
2019-05-17,小型臺指,外資,1271,3915,-2644,61584,62384,-800
2019-05-17,小型臺指,投信,94,0,94,0,0,0
2019-05-17,小型臺指,自營商,6952,7026,-74,11010,13604,-2594
2019-05-17,臺股期貨,外資,69602,21645,47957,72475,73690,-1215
2019-05-17,臺股期貨,投信,1219,28748,-27529,24,409,-385
2019-05-17,臺股期貨,自營商,8772,17114,-8342,17492,19181,-1689
2019-05-20,小型臺指,外資,2040,2971,-931,71111,69402,1709
2019-05-20,小型臺指,投信,94,0,94,0,0,0
2019-05-20,小型臺指,自營商,8700,8187,513,11397,10830,567
2019-05-20,臺股期貨,外資,71908,19165,52743,85439,80652,4787
2019-05-20,臺股期貨,投信,1233,28749,-27516,21,8,13
2019-05-20,臺股期貨,自營商,7932,18410,-10478,14473,16604,-2131
2019-05-21,小型臺指,外資,1517,3514,-1997,63268,64334,-1066
2019-05-21,小型臺指,投信,94,0,94,0,0,0
2019-05-21,小型臺指,自營商,10822,7650,3172,12811,10172,2639
2019-05-21,臺股期貨,外資,70746,19664,51082,80447,82108,-1661
2019-05-21,臺股期貨,投信,1292,28641,-27349,186,19,167
2019-05-21,臺股期貨,自營商,8281,18452,-10171,15548,15236,312
2019-05-22,小型臺指,外資,1007,4873,-3866,48554,50433,-1879
2019-05-22,小型臺指,投信,94,0,94,0,0,0
2019-05-22,小型臺指,自營商,10502,7038,3464,12020,11714,306
2019-05-22,臺股期貨,外資,64954,17457,47497,60902,64487,-3585
2019-05-22,臺股期貨,投信,1391,28234,-26843,506,0,506
2019-05-22,臺股期貨,自營商,7817,14629,-6812,17506,14147,3359
2019-05-23,小型臺指,外資,345,6677,-6332,57597,64863,-7266
2019-05-23,小型臺指,投信,94,0,94,0,0,0
2019-05-23,小型臺指,自營商,10632,7552,3080,11566,11950,-384
2019-05-23,臺股期貨,外資,60275,19295,40980,69147,74464,-5317
2019-05-23,臺股期貨,投信,1426,29365,-27939,54,1150,-1096
2019-05-23,臺股期貨,自營商,8758,14495,-5737,17859,16784,1075
2019-05-24,小型臺指,外資,1335,3313,-1978,57649,53295,4354
2019-05-24,小型臺指,投信,94,0,94,0,0,0
2019-05-24,小型臺指,自營商,9446,6932,2514,8919,9365,-446
2019-05-24,臺股期貨,外資,60839,15472,45367,69851,65464,4387
2019-05-24,臺股期貨,投信,1431,29480,-28049,191,301,-110
2019-05-24,臺股期貨,自營商,8483,15870,-7387,12241,13921,-1680
2019-05-27,小型臺指,外資,776,4819,-4043,39651,41716,-2065
2019-05-27,小型臺指,投信,94,0,94,0,0,0
2019-05-27,小型臺指,自營商,10508,6803,3705,9160,8085,1075
2019-05-27,臺股期貨,外資,59877,15709,44168,49937,51136,-1199
2019-05-27,臺股期貨,投信,1431,29940,-28509,90,550,-460
2019-05-27,臺股期貨,自營商,8918,13853,-4935,13912,11431,2481
2019-05-28,小型臺指,外資,1319,5109,-3790,27183,26930,253
2019-05-28,小型臺指,投信,94,0,94,0,0,0
2019-05-28,小型臺指,自營商,10112,6923,3189,5607,6183,-576
2019-05-28,臺股期貨,外資,58521,15777,42744,32912,34336,-1424
2019-05-28,臺股期貨,投信,1468,29928,-28460,49,0,49
2019-05-28,臺股期貨,自營商,9070,13861,-4791,10167,10008,159
2019-05-29,小型臺指,外資,1935,6229,-4294,37808,38301,-493
2019-05-29,小型臺指,投信,94,0,94,0,0,0
2019-05-29,小型臺指,自營商,10842,6668,4174,11513,10478,1035
2019-05-29,臺股期貨,外資,61761,16537,45224,48968,46487,2481
2019-05-29,臺股期貨,投信,1447,29649,-28202,284,26,258
2019-05-29,臺股期貨,自營商,7783,13352,-5569,14119,14912,-793
2019-05-30,小型臺指,外資,2698,5712,-3014,46791,45555,1236
2019-05-30,小型臺指,投信,94,0,94,0,0,0
2019-05-30,小型臺指,自營商,10715,6403,4312,11624,11534,90
2019-05-30,臺股期貨,外資,61944,17596,44348,58549,59414,-865
2019-05-30,臺股期貨,投信,1445,28617,-27172,1062,32,1030
2019-05-30,臺股期貨,自營商,8437,14394,-5957,15203,15579,-376
2019-05-31,小型臺指,外資,3271,2489,782,49220,48104,1116
2019-05-31,小型臺指,投信,94,0,94,0,0,0
2019-05-31,小型臺指,自營商,15429,6699,8730,14316,9898,4418
2019-05-31,臺股期貨,外資,61451,17281,44170,61083,60591,492
2019-05-31,臺股期貨,投信,1445,28118,-26673,573,74,499
2019-05-31,臺股期貨,自營商,9835,13360,-3525,17297,14865,2432
2019-06-03,小型臺指,外資,2362,3455,-1093,49022,51181,-2159
2019-06-03,小型臺指,投信,94,0,94,0,0,0
2019-06-03,小型臺指,自營商,17034,6323,10711,12605,10616,1989
2019-06-03,臺股期貨,外資,58247,13838,44409,62918,62608,310
2019-06-03,臺股期貨,投信,1476,30123,-28647,87,2061,-1974
2019-06-03,臺股期貨,自營商,10414,14006,-3592,16287,16356,-69
2019-06-04,小型臺指,外資,1495,8821,-7326,38554,44823,-6269
2019-06-04,小型臺指,投信,94,0,94,0,0,0
2019-06-04,小型臺指,自營商,14949,5893,9056,8535,10158,-1623
2019-06-04,臺股期貨,外資,56510,14690,41820,48797,51377,-2580
2019-06-04,臺股期貨,投信,1529,31711,-30182,86,1621,-1535
2019-06-04,臺股期貨,自營商,10177,13300,-3123,14264,13803,461
2019-06-05,小型臺指,外資,1614,5310,-3696,40045,37322,2723
2019-06-05,小型臺指,投信,94,0,94,0,0,0
2019-06-05,小型臺指,自營商,12079,6256,5823,9623,12027,-2404
2019-06-05,臺股期貨,外資,59219,17460,41759,50234,50304,-70
2019-06-05,臺股期貨,投信,1566,33619,-32053,133,2004,-1871
2019-06-05,臺股期貨,自營商,9693,12530,-2837,14583,14273,310
2019-06-06,小型臺指,外資,1320,8401,-7081,42826,46151,-3325
2019-06-06,小型臺指,投信,94,0,94,0,0,0
2019-06-06,小型臺指,自營商,13051,7523,5528,11559,11858,-299
2019-06-06,臺股期貨,外資,58063,17876,40187,53685,55273,-1588
2019-06-06,臺股期貨,投信,1565,34791,-33226,24,1197,-1173
2019-06-06,臺股期貨,自營商,10778,12423,-1645,15650,14457,1193
2019-06-10,小型臺指,外資,3714,2890,824,47632,39735,7897
2019-06-10,小型臺指,投信,94,0,94,0,0,0
2019-06-10,小型臺指,自營商,15199,7662,7537,14589,12580,2009
2019-06-10,臺股期貨,外資,63890,16629,47261,60527,53451,7076
2019-06-10,臺股期貨,投信,1604,34306,-32702,536,12,524
2019-06-10,臺股期貨,自營商,12513,15417,-2904,16457,17716,-1259
2019-06-11,小型臺指,外資,3470,3238,232,33898,34482,-584
2019-06-11,小型臺指,投信,94,0,94,0,0,0
2019-06-11,小型臺指,自營商,16084,7456,8628,9740,8473,1267
2019-06-11,臺股期貨,外資,62755,15620,47135,44636,44764,-128
2019-06-11,臺股期貨,投信,1614,32744,-31130,1572,0,1572
2019-06-11,臺股期貨,自營商,13528,15452,-1924,14914,13978,936
2019-06-12,小型臺指,外資,3810,3140,670,32752,32320,432
2019-06-12,小型臺指,投信,94,0,94,0,0,0
2019-06-12,小型臺指,自營商,17479,6646,10833,8640,6490,2150
2019-06-12,臺股期貨,外資,61832,14134,47698,42176,41612,564
2019-06-12,臺股期貨,投信,1691,31544,-29853,1277,0,1277
2019-06-12,臺股期貨,自營商,12457,14662,-2205,13472,13749,-277
2019-06-13,小型臺指,外資,1407,6425,-5018,38914,44610,-5696
2019-06-13,小型臺指,投信,94,0,94,0,0,0
2019-06-13,小型臺指,自營商,16678,6976,9702,10162,10913,-751
2019-06-13,臺股期貨,外資,60182,18723,41459,51630,57867,-6237
2019-06-13,臺股期貨,投信,1671,30855,-29184,709,40,669
2019-06-13,臺股期貨,自營商,13174,13564,-390,17849,16129,1720
2019-06-14,小型臺指,外資,1404,6590,-5186,30142,30310,-168
2019-06-14,小型臺指,投信,94,0,94,0,0,0
2019-06-14,小型臺指,自營商,16619,7102,9517,6132,6285,-153
2019-06-14,臺股期貨,外資,64977,23816,41161,48719,49017,-298
2019-06-14,臺股期貨,投信,1691,29753,-28062,7129,6007,1122
2019-06-14,臺股期貨,自營商,14794,15866,-1072,13052,13742,-690
2019-06-17,小型臺指,外資,3168,5903,-2735,38283,35896,2387
2019-06-17,小型臺指,投信,94,0,94,7,7,0
2019-06-17,小型臺指,自營商,15992,5929,10063,11281,11603,-322
2019-06-17,臺股期貨,外資,79745,35731,44014,80670,77769,2901
2019-06-17,臺股期貨,投信,1956,29761,-27805,14986,14729,257
2019-06-17,臺股期貨,自營商,14169,18080,-3911,18869,21491,-2622
2019-06-18,小型臺指,外資,2400,6567,-4167,26701,28133,-1432
2019-06-18,小型臺指,投信,94,0,94,87,87,0
2019-06-18,小型臺指,自營商,17055,6297,10758,8902,8287,615
2019-06-18,臺股期貨,外資,88225,45602,42623,67604,68995,-1391
2019-06-18,臺股期貨,投信,1893,30160,-28267,10367,10829,-462
2019-06-18,臺股期貨,自營商,12394,16543,-4149,15343,15561,-218
2019-06-19,小型臺指,外資,4962,334,4628,56812,43720,13092
2019-06-19,小型臺指,投信,95,0,95,1,0,1
2019-06-19,小型臺指,自營商,6871,7125,-254,20614,22157,-1543
2019-06-19,臺股期貨,外資,72184,21069,51115,88018,73722,14296
2019-06-19,臺股期貨,投信,1952,30867,-28915,415,1063,-648
2019-06-19,臺股期貨,自營商,5240,11644,-6404,30166,37305,-7139
2019-06-20,小型臺指,外資,3866,2075,1791,28454,31287,-2833
2019-06-20,小型臺指,投信,95,0,95,0,0,0
2019-06-20,小型臺指,自營商,7531,7888,-357,6199,6286,-87
2019-06-20,臺股期貨,外資,76979,23381,53598,43173,40691,2482
2019-06-20,臺股期貨,投信,1980,33077,-31097,80,2262,-2182
2019-06-20,臺股期貨,自營商,6206,12843,-6637,9118,9355,-237
2019-06-21,小型臺指,外資,2298,3757,-1459,39592,42842,-3250
2019-06-21,小型臺指,投信,109,0,109,18,4,14
2019-06-21,小型臺指,自營商,7294,8003,-709,7190,7550,-360
2019-06-21,臺股期貨,外資,80220,26525,53695,53221,53124,97
2019-06-21,臺股期貨,投信,2748,34188,-31440,775,1118,-343
2019-06-21,臺股期貨,自營商,6962,14389,-7427,11423,12211,-788
2019-06-24,小型臺指,外資,2042,4286,-2244,31022,31807,-785
2019-06-24,小型臺指,投信,109,0,109,0,0,0
2019-06-24,小型臺指,自營商,7768,7758,10,6886,6179,707
2019-06-24,臺股期貨,外資,79860,30474,49386,40803,45112,-4309
2019-06-24,臺股期貨,投信,2780,33923,-31143,350,53,297
2019-06-24,臺股期貨,自營商,7313,13863,-6550,9727,8847,880
2019-06-25,小型臺指,外資,141,6610,-6469,30394,34619,-4225
2019-06-25,小型臺指,投信,112,0,112,3,0,3
2019-06-25,小型臺指,自營商,6986,8775,-1789,6465,8264,-1799
2019-06-25,臺股期貨,外資,78309,28926,49383,43428,43431,-3
2019-06-25,臺股期貨,投信,2867,34548,-31681,102,640,-538
2019-06-25,臺股期貨,自營商,7306,14993,-7687,11012,12149,-1137
2019-06-26,小型臺指,外資,247,5468,-5221,31812,34957,-3145
2019-06-26,小型臺指,投信,113,0,113,1,0,1
2019-06-26,小型臺指,自營商,5669,9000,-3331,6702,8275,-1573
2019-06-26,臺股期貨,外資,75435,31152,44283,42728,46728,-4000
2019-06-26,臺股期貨,投信,2718,33184,-30466,1602,387,1215
2019-06-26,臺股期貨,自營商,8053,14092,-6039,12633,10981,1652
2019-06-27,小型臺指,外資,1646,3109,-1463,39709,35951,3758
2019-06-27,小型臺指,投信,122,0,122,9,0,9
2019-06-27,小型臺指,自營商,6905,6658,247,12670,9128,3542
2019-06-27,臺股期貨,外資,79988,34376,45612,50693,49364,1329
2019-06-27,臺股期貨,投信,2716,32468,-29752,733,19,714
2019-06-27,臺股期貨,自營商,9018,12381,-3363,15385,12700,2685
2019-06-28,小型臺指,外資,161,4977,-4816,29239,32592,-3353
2019-06-28,小型臺指,投信,124,0,124,2,0,2
2019-06-28,小型臺指,自營商,5853,6701,-848,6135,7646,-1511
2019-06-28,臺股期貨,外資,77704,30579,47125,40705,39192,1513
2019-06-28,臺股期貨,投信,2769,33857,-31088,111,1447,-1336
2019-06-28,臺股期貨,自營商,10461,14124,-3663,10791,10987,-196
2019-07-01,小型臺指,外資,1799,3787,-1988,31193,28365,2828
2019-07-01,小型臺指,投信,131,0,131,7,0,7
2019-07-01,小型臺指,自營商,9062,7477,1585,11043,8586,2457
2019-07-01,臺股期貨,外資,80727,33927,46800,41609,41934,-325
2019-07-01,臺股期貨,投信,3017,31592,-28575,2563,50,2513
2019-07-01,臺股期貨,自營商,10016,14218,-4202,13585,14130,-545
2019-07-02,小型臺指,外資,698,4033,-3335,22338,23685,-1347
2019-07-02,小型臺指,投信,136,0,136,5,0,5
2019-07-02,小型臺指,自營商,9648,7641,2007,6442,6020,422
2019-07-02,臺股期貨,外資,76715,32052,44663,30277,32414,-2137
2019-07-02,臺股期貨,投信,3440,30699,-27259,1380,64,1316
2019-07-02,臺股期貨,自營商,10593,15249,-4656,9040,9494,-454
2019-07-03,小型臺指,外資,59,5691,-5632,30566,32860,-2294
2019-07-03,小型臺指,投信,146,0,146,10,0,10
2019-07-03,小型臺指,自營商,9825,7363,2462,12780,12412,368
2019-07-03,臺股期貨,外資,71914,29472,42442,44686,46907,-2221
2019-07-03,臺股期貨,投信,3579,27646,-24067,3254,62,3192
2019-07-03,臺股期貨,自營商,9023,14198,-5175,18697,19217,-520
2019-07-04,小型臺指,外資,860,2414,-1554,28027,23949,4078
2019-07-04,小型臺指,投信,146,0,146,0,0,0
2019-07-04,小型臺指,自營商,11111,6858,4253,7835,6044,1791
2019-07-04,臺股期貨,外資,70971,28124,42847,31939,31534,405
2019-07-04,臺股期貨,投信,3644,26229,-22585,1482,0,1482
2019-07-04,臺股期貨,自營商,9084,13926,-4842,9037,8704,333
2019-07-05,小型臺指,外資,1100,2406,-1306,22907,22659,248
2019-07-05,小型臺指,投信,148,0,148,9,7,2
2019-07-05,小型臺指,自營商,11151,7296,3855,6033,6431,-398
2019-07-05,臺股期貨,外資,69837,27754,42083,29710,30475,-765
2019-07-05,臺股期貨,投信,3796,26278,-22482,152,49,103
2019-07-05,臺股期貨,自營商,9017,14284,-5267,7127,7552,-425
2019-07-08,小型臺指,外資,555,4100,-3545,36092,38343,-2251
2019-07-08,小型臺指,投信,150,0,150,2,0,2
2019-07-08,小型臺指,自營商,10098,7046,3052,9602,10405,-803
2019-07-08,臺股期貨,外資,68481,27446,41035,47372,48417,-1045
2019-07-08,臺股期貨,投信,3871,25787,-21916,581,15,566
2019-07-08,臺股期貨,自營商,9490,14193,-4703,13794,13230,564
2019-07-09,小型臺指,外資,171,5519,-5348,25346,27117,-1771
2019-07-09,小型臺指,投信,150,0,150,0,0,0
2019-07-09,小型臺指,自營商,9561,7469,2092,5038,5994,-956
2019-07-09,臺股期貨,外資,68895,29670,39225,32778,34596,-1818
2019-07-09,臺股期貨,投信,3872,25787,-21915,1,0,1
2019-07-09,臺股期貨,自營商,10145,15461,-5316,8720,9334,-614
2019-07-10,小型臺指,外資,4149,2113,2036,34784,27420,7364
2019-07-10,小型臺指,投信,154,0,154,4,0,4
2019-07-10,小型臺指,自營商,13258,8321,4937,12455,9548,2907
2019-07-10,臺股期貨,外資,72111,29359,42752,42940,39413,3527
2019-07-10,臺股期貨,投信,3928,25324,-21396,539,20,519
2019-07-10,臺股期貨,自營商,9226,14532,-5306,17709,17699,10
2019-07-11,小型臺指,外資,4350,2428,1922,31162,31268,-106
2019-07-11,小型臺指,投信,154,0,154,0,0,0
2019-07-11,小型臺指,自營商,14726,7472,7254,9855,7534,2321
2019-07-11,臺股期貨,外資,74099,29858,44241,47661,46174,1487
2019-07-11,臺股期貨,投信,3879,25781,-21902,72,578,-506
2019-07-11,臺股期貨,自營商,10058,15252,-5194,14286,14175,111
2019-07-12,小型臺指,外資,2296,4156,-1860,23207,26929,-3722
2019-07-12,小型臺指,投信,160,0,160,6,0,6
