date,product,role,long_oi,short_oi,net_oi,long_trade,short_trade,net_trade
2023-05-17,臺股期貨,投信,9370,15915,-6545,560,290,270
2023-05-17,臺股期貨,自營商,3519,13795,-10276,24606,26752,-2146
2023-05-18,小型臺指,外資,7409,1995,5414,75428,80724,-5296
2023-05-18,小型臺指,投信,74,8,66,1,4,-3
2023-05-18,小型臺指,自營商,10645,5379,5266,8431,7907,524
2023-05-18,臺股期貨,外資,50176,17958,32218,52371,52442,-71
2023-05-18,臺股期貨,投信,9229,15743,-6514,208,177,31
2023-05-18,臺股期貨,自營商,3860,14612,-10752,8872,9373,-501
2023-05-19,小型臺指,外資,6103,2621,3482,74163,76095,-1932
2023-05-19,小型臺指,投信,77,6,71,5,0,5
2023-05-19,小型臺指,自營商,10332,5909,4423,8454,9133,-679
2023-05-19,臺股期貨,外資,50066,18737,31329,48244,49133,-889
2023-05-19,臺股期貨,投信,9042,15612,-6570,170,226,-56
2023-05-19,臺股期貨,自營商,3613,15442,-11829,7811,8929,-1118
2023-05-22,小型臺指,外資,5038,4345,693,48689,51466,-2777
2023-05-22,小型臺指,投信,77,6,71,0,0,0
2023-05-22,小型臺指,自營商,10831,7129,3702,4452,5121,-669
2023-05-22,臺股期貨,外資,50366,19551,30815,36666,37183,-517
2023-05-22,臺股期貨,投信,9338,15612,-6274,298,2,296
2023-05-22,臺股期貨,自營商,3455,16000,-12545,4320,5049,-729
2023-05-23,小型臺指,外資,5294,4297,997,63872,63564,308
2023-05-23,小型臺指,投信,77,6,71,0,0,0
2023-05-23,小型臺指,自營商,11226,7816,3410,5793,5821,-28
2023-05-23,臺股期貨,外資,52551,22279,30272,42509,43053,-544
2023-05-23,臺股期貨,投信,9582,15612,-6030,249,5,244
2023-05-23,臺股期貨,自營商,3370,17141,-13771,5905,7197,-1292
2023-05-24,小型臺指,外資,5539,9226,-3687,60541,65657,-5116
2023-05-24,小型臺指,投信,82,7,75,5,1,4
2023-05-24,小型臺指,自營商,10893,8819,2074,9245,8189,1056
2023-05-24,臺股期貨,外資,53476,24599,28877,44017,45414,-1397
2023-05-24,臺股期貨,投信,9655,15695,-6040,344,354,-10
2023-05-24,臺股期貨,自營商,3255,16422,-13167,9428,9050,378
2023-05-25,小型臺指,外資,6947,7451,-504,90756,87365,3391
2023-05-25,小型臺指,投信,82,7,75,0,0,0
2023-05-25,小型臺指,自營商,13148,8574,4574,11455,8915,2540
2023-05-25,臺股期貨,外資,54672,24504,30168,62670,61431,1239
2023-05-25,臺股期貨,投信,9438,15476,-6038,273,271,2
2023-05-25,臺股期貨,自營商,3562,17593,-14031,8342,9216,-874
2023-05-26,小型臺指,外資,7598,6609,989,89386,87885,1501
2023-05-26,小型臺指,投信,82,4,78,3,0,3
2023-05-26,小型臺指,自營商,13980,5871,8109,12435,8336,4099
2023-05-26,臺股期貨,外資,56225,22616,33609,62719,59280,3439
2023-05-26,臺股期貨,投信,9425,15022,-5597,547,106,441
2023-05-26,臺股期貨,自營商,3754,17669,-13915,9430,9455,-25
2023-05-29,小型臺指,外資,3626,14277,-10651,73433,85097,-11664
2023-05-29,小型臺指,投信,83,4,79,1,0,1
2023-05-29,小型臺指,自營商,15680,4858,10822,11563,8722,2841
2023-05-29,臺股期貨,外資,54744,26555,28189,49111,54525,-5414
2023-05-29,臺股期貨,投信,9414,14560,-5146,511,60,451
2023-05-29,臺股期貨,自營商,3739,15226,-11487,10108,7712,2396
2023-05-30,小型臺指,外資,5701,15456,-9755,49628,48732,896
2023-05-30,小型臺指,投信,83,4,79,0,0,0
2023-05-30,小型臺指,自營商,14893,5542,9351,6654,7257,-603
2023-05-30,臺股期貨,外資,56263,27185,29078,34185,33296,889
2023-05-30,臺股期貨,投信,9404,14526,-5122,54,30,24
2023-05-30,臺股期貨,自營商,3616,16175,-12559,5213,6502,-1289
2023-05-31,小型臺指,外資,4992,13859,-8867,101381,107356,-5975
2023-05-31,小型臺指,投信,83,4,79,0,0,0
2023-05-31,小型臺指,自營商,14063,5743,8320,13276,12653,623
2023-05-31,臺股期貨,外資,56250,30581,25669,68718,70394,-1676
2023-05-31,臺股期貨,投信,9536,14503,-4967,426,271,155
2023-05-31,臺股期貨,自營商,3558,14990,-11432,13791,12929,862
2023-06-01,小型臺指,外資,4762,16089,-11327,82379,84819,-2440
2023-06-01,小型臺指,投信,88,6,82,5,2,3
2023-06-01,小型臺指,自營商,13347,6667,6680,8895,9859,-964
2023-06-01,臺股期貨,外資,55829,31308,24521,52308,53461,-1153
2023-06-01,臺股期貨,投信,9674,14509,-4835,150,18,132
2023-06-01,臺股期貨,自營商,3893,14675,-10782,6592,6111,481
2023-06-02,小型臺指,外資,9867,13314,-3447,82478,74598,7880
2023-06-02,小型臺指,投信,88,5,83,1,0,1
2023-06-02,小型臺指,自營商,15990,7282,8708,12557,10293,2264
2023-06-02,臺股期貨,外資,57680,33320,24360,52007,52168,-161
2023-06-02,臺股期貨,投信,9867,14030,-4163,749,77,672
2023-06-02,臺股期貨,自營商,4117,14437,-10320,8519,8116,403
2023-06-05,小型臺指,外資,5289,15894,-10605,76906,84064,-7158
2023-06-05,小型臺指,投信,83,5,78,0,5,-5
2023-06-05,小型臺指,自營商,16272,7398,8874,8689,8343,346
2023-06-05,臺股期貨,外資,54879,32693,22186,48519,50693,-2174
2023-06-05,臺股期貨,投信,9655,13920,-4265,128,230,-102
2023-06-05,臺股期貨,自營商,3818,13952,-10134,8191,8050,141
2023-06-06,小型臺指,外資,7124,14763,-7639,70643,67677,2966
2023-06-06,小型臺指,投信,83,5,78,0,0,0
2023-06-06,小型臺指,自營商,17326,8013,9313,7060,6649,411
2023-06-06,臺股期貨,外資,55164,32012,23152,44852,43886,966
2023-06-06,臺股期貨,投信,9367,13918,-4551,21,307,-286
2023-06-06,臺股期貨,自營商,4107,14926,-10819,6615,7293,-678
2023-06-07,小型臺指,外資,10883,12609,-1726,68999,63358,5641
2023-06-07,小型臺指,投信,83,5,78,0,0,0
2023-06-07,小型臺指,自營商,19092,7629,11463,9902,7693,2209
2023-06-07,臺股期貨,外資,57712,33712,24000,44464,43615,849
2023-06-07,臺股期貨,投信,9489,13406,-3917,726,92,634
2023-06-07,臺股期貨,自營商,4188,13579,-9391,10119,8810,1309
2023-06-08,小型臺指,外資,4560,20573,-16013,82088,96391,-14303
2023-06-08,小型臺指,投信,83,5,78,0,0,0
2023-06-08,小型臺指,自營商,17215,6907,10308,9686,10669,-983
2023-06-08,臺股期貨,外資,55798,33338,22460,52443,53979,-1536
2023-06-08,臺股期貨,投信,9330,13732,-4402,107,592,-485
2023-06-08,臺股期貨,自營商,3908,13208,-9300,9355,9307,48
2023-06-09,小型臺指,外資,7426,16895,-9469,71267,64723,6544
2023-06-09,小型臺指,投信,81,5,76,0,2,-2
2023-06-09,小型臺指,自營商,18005,6925,11080,8259,7935,324
2023-06-09,臺股期貨,外資,54488,33711,20777,43725,45408,-1683
2023-06-09,臺股期貨,投信,9161,13520,-4359,327,284,43
2023-06-09,臺股期貨,自營商,4230,13738,-9508,7810,7906,-96
2023-06-12,小型臺指,外資,4491,15396,-10905,76087,77523,-1436
2023-06-12,小型臺指,投信,83,4,79,3,0,3
2023-06-12,小型臺指,自營商,19454,6579,12875,8683,6792,1891
2023-06-12,臺股期貨,外資,54094,33446,20648,47062,47191,-129
2023-06-12,臺股期貨,投信,9367,13358,-3991,373,5,368
2023-06-12,臺股期貨,自營商,4543,13586,-9043,8900,8459,441
2023-06-13,小型臺指,外資,7946,15176,-7230,76160,72485,3675
2023-06-13,小型臺指,投信,91,3,88,11,2,9
2023-06-13,小型臺指,自營商,20020,7183,12837,11663,12117,-454
2023-06-13,臺股期貨,外資,56368,36833,19535,51619,52732,-1113
2023-06-13,臺股期貨,投信,9361,12818,-3457,710,176,534
2023-06-13,臺股期貨,自營商,5837,14531,-8694,11918,11465,453
2023-06-14,小型臺指,外資,5165,18928,-13763,78563,85317,-6754
2023-06-14,小型臺指,投信,94,3,91,3,0,3
2023-06-14,小型臺指,自營商,18419,6971,11448,10472,11539,-1067
2023-06-14,臺股期貨,外資,52215,36962,15253,51585,55867,-4282
2023-06-14,臺股期貨,投信,9796,12623,-2827,733,103,630
2023-06-14,臺股期貨,自營商,5646,14059,-8413,10957,10716,241
2023-06-15,小型臺指,外資,7215,15490,-8275,82451,76963,5488
2023-06-15,小型臺指,投信,96,1,95,4,0,4
2023-06-15,小型臺指,自營商,21481,7856,13625,11996,9763,2233
2023-06-15,臺股期貨,外資,53269,34989,18280,51288,48261,3027
2023-06-15,臺股期貨,投信,9714,12605,-2891,164,228,-64
2023-06-15,臺股期貨,自營商,6190,15009,-8819,8283,8703,-420
2023-06-16,小型臺指,外資,6465,19259,-12794,77824,82343,-4519
2023-06-16,小型臺指,投信,100,7,93,5,7,-2
2023-06-16,小型臺指,自營商,18815,7525,11290,10118,11873,-1755
2023-06-16,臺股期貨,外資,54527,38763,15764,64871,67397,-2526
2023-06-16,臺股期貨,投信,9891,12548,-2657,487,253,234
2023-06-16,臺股期貨,自營商,6640,15306,-8666,14059,14051,8
2023-06-19,小型臺指,外資,8781,19408,-10627,68831,66664,2167
2023-06-19,小型臺指,投信,136,7,129,69,33,36
2023-06-19,小型臺指,自營商,20161,9096,11065,10575,10616,-41
2023-06-19,臺股期貨,外資,57231,40250,16981,79792,78575,1217
2023-06-19,臺股期貨,投信,10864,12566,-1702,12885,11930,955
2023-06-19,臺股期貨,自營商,6548,15192,-8644,11182,11206,-24
2023-06-20,小型臺指,外資,6981,20272,-13291,62109,64773,-2664
2023-06-20,小型臺指,投信,133,7,126,52,55,-3
2023-06-20,小型臺指,自營商,21274,10261,11013,11726,11466,260
2023-06-20,臺股期貨,外資,59108,44036,15072,78884,80793,-1909
2023-06-20,臺股期貨,投信,11004,12749,-1745,10124,10167,-43
2023-06-20,臺股期貨,自營商,7055,16559,-9504,15104,16042,-938
2023-06-21,小型臺指,外資,4466,1848,2618,58110,59776,-1666
2023-06-21,小型臺指,投信,133,7,126,17,17,0
2023-06-21,小型臺指,自營商,6954,12353,-5399,10467,12279,-1812
2023-06-21,臺股期貨,外資,45277,30871,14406,51861,51855,6
2023-06-21,臺股期貨,投信,10875,12641,-1766,280,308,-28
2023-06-21,臺股期貨,自營商,2563,13923,-11360,11524,11622,-98
2023-06-26,小型臺指,外資,3874,5030,-1156,62017,65755,-3738
2023-06-26,小型臺指,投信,150,7,143,17,0,17
2023-06-26,小型臺指,自營商,6877,13330,-6453,5928,6806,-878
2023-06-26,臺股期貨,外資,46238,33543,12695,44597,46317,-1720
2023-06-26,臺股期貨,投信,11324,12858,-1534,558,326,232
2023-06-26,臺股期貨,自營商,2868,14959,-12091,5626,6401,-775
2023-06-27,小型臺指,外資,3432,3372,60,77372,82140,-4768
2023-06-27,小型臺指,投信,150,10,140,0,3,-3
2023-06-27,小型臺指,自營商,5446,12225,-6779,8667,8513,154
2023-06-27,臺股期貨,外資,43712,33533,10179,53486,54506,-1020
2023-06-27,臺股期貨,投信,11379,12956,-1577,297,340,-43
2023-06-27,臺股期貨,自營商,3274,15459,-12185,9116,9330,-214
2023-06-28,小型臺指,外資,4068,2930,1138,68422,67721,701
2023-06-28,小型臺指,投信,160,11,149,15,6,9
2023-06-28,小型臺指,自營商,5430,11581,-6151,7264,6328,936
2023-06-28,臺股期貨,外資,42805,34903,7902,44047,46311,-2264
2023-06-28,臺股期貨,投信,12055,12769,-714,912,49,863
2023-06-28,臺股期貨,自營商,3292,15065,-11773,8901,8477,424
2023-06-29,小型臺指,外資,2195,7907,-5712,98388,105242,-6854
2023-06-29,小型臺指,投信,163,11,152,3,0,3
2023-06-29,小型臺指,自營商,6879,11102,-4223,12448,10628,1820
2023-06-29,臺股期貨,外資,39622,37430,2192,63495,69204,-5709
2023-06-29,臺股期貨,投信,13341,12775,566,1401,121,1280
2023-06-29,臺股期貨,自營商,4045,14636,-10591,10350,9141,1209
2023-06-30,小型臺指,外資,3166,4254,-1088,82894,78246,4648
2023-06-30,小型臺指,投信,186,11,175,23,0,23
2023-06-30,小型臺指,自營商,7343,10131,-2788,8195,6684,1511
2023-06-30,臺股期貨,外資,38218,35585,2633,49567,49132,435
2023-06-30,臺股期貨,投信,13290,12772,518,16,64,-48
2023-06-30,臺股期貨,自營商,4161,14295,-10134,6517,6079,438
2023-07-03,小型臺指,外資,6035,2795,3240,69879,65567,4312
2023-07-03,小型臺指,投信,199,10,189,14,0,14
2023-07-03,小型臺指,自營商,9926,10585,-659,10015,7998,2017
2023-07-03,臺股期貨,外資,40290,36823,3467,46630,45792,838
2023-07-03,臺股期貨,投信,14639,12191,2448,1930,0,1930
2023-07-03,臺股期貨,自營商,5159,14526,-9367,8981,8186,795
2023-07-04,小型臺指,外資,5357,2555,2802,59920,60374,-454
2023-07-04,小型臺指,投信,211,8,203,14,0,14
2023-07-04,小型臺指,自營商,11427,10459,968,8695,7028,1667
2023-07-04,臺股期貨,外資,40757,35645,5112,39377,37728,1649
2023-07-04,臺股期貨,投信,15276,12086,3190,747,5,742
2023-07-04,臺股期貨,自營商,5357,14699,-9342,7268,7253,15
2023-07-05,小型臺指,外資,1665,8340,-6675,44828,54573,-9745
2023-07-05,小型臺指,投信,236,10,226,25,2,23
2023-07-05,小型臺指,自營商,10308,9015,1293,8180,7635,545
2023-07-05,臺股期貨,外資,37880,37491,389,31823,36543,-4720
2023-07-05,臺股期貨,投信,15347,12196,3151,101,140,-39
2023-07-05,臺股期貨,自營商,5189,14591,-9402,7014,7088,-74
2023-07-06,小型臺指,外資,1696,8881,-7185,89826,96772,-6946
2023-07-06,小型臺指,投信,219,12,207,0,19,-19
2023-07-06,小型臺指,自營商,10834,9734,1100,14074,13987,87
2023-07-06,臺股期貨,外資,34953,36691,-1738,60474,60992,-518
2023-07-06,臺股期貨,投信,15534,12695,2839,230,542,-312
2023-07-06,臺股期貨,自營商,5503,14341,-8838,11380,10886,494
2023-07-07,小型臺指,外資,1610,6137,-4527,97629,94947,2682
2023-07-07,小型臺指,投信,220,14,206,1,2,-1
2023-07-07,小型臺指,自營商,12179,9425,2754,11567,9805,1762
2023-07-07,臺股期貨,外資,34854,35098,-244,62527,61039,1488
2023-07-07,臺股期貨,投信,15653,12822,2831,181,189,-8
2023-07-07,臺股期貨,自營商,5514,12724,-7210,11056,9455,1601
2023-07-10,小型臺指,外資,2621,3958,-1337,104400,101210,3190
2023-07-10,小型臺指,投信,239,14,225,19,0,19
2023-07-10,小型臺指,自營商,11397,9537,1860,12350,13160,-810
2023-07-10,臺股期貨,外資,34632,32413,2219,66613,64150,2463
2023-07-10,臺股期貨,投信,15976,12910,3066,339,104,235
2023-07-10,臺股期貨,自營商,5359,12937,-7578,11274,11663,-389
2023-07-11,小型臺指,外資,10149,3159,6990,85523,77208,8315
2023-07-11,小型臺指,投信,261,13,248,23,0,23
2023-07-11,小型臺指,自營商,13289,9331,3958,16296,14382,1914
2023-07-11,臺股期貨,外資,37285,33081,4204,53522,51534,1988
2023-07-11,臺股期貨,投信,16181,12481,3700,710,76,634
2023-07-11,臺股期貨,自營商,4982,12881,-7899,11429,11704,-275
2023-07-12,小型臺指,外資,7143,3443,3700,80802,84081,-3279
2023-07-12,小型臺指,投信,282,13,269,21,0,21
2023-07-12,小型臺指,自營商,13843,9056,4787,13042,12229,813
2023-07-12,臺股期貨,外資,34858,34705,153,50148,54193,-4045
2023-07-12,臺股期貨,投信,16631,12374,4257,591,34,557
2023-07-12,臺股期貨,自營商,5936,12735,-6799,12625,11516,1109
2023-07-13,小型臺指,外資,11294,1719,9575,111546,105671,5875
2023-07-13,小型臺指,投信,272,12,260,1,10,-9
2023-07-13,小型臺指,自營商,15577,10116,5461,17264,17298,-34
2023-07-13,臺股期貨,外資,36509,36061,448,73772,73477,295
2023-07-13,臺股期貨,投信,17065,12106,4959,724,22,702
2023-07-13,臺股期貨,自營商,5230,12987,-7757,14045,14826,-781
2023-07-14,小型臺指,外資,11020,1529,9491,82262,76810,5452
2023-07-14,小型臺指,投信,282,13,269,27,18,9
2023-07-14,小型臺指,自營商,13381,11813,1568,12721,16226,-3505
2023-07-14,臺股期貨,外資,39554,38469,1085,59942,60689,-747
2023-07-14,臺股期貨,投信,17134,11782,5352,889,496,393
2023-07-14,臺股期貨,自營商,5161,13385,-8224,11283,11847,-564
2023-07-17,小型臺指,外資,9500,4115,5385,77375,81481,-4106
2023-07-17,小型臺指,投信,277,13,264,71,76,-5
2023-07-17,小型臺指,自營商,14462,13110,1352,14515,14743,-228
2023-07-17,臺股期貨,外資,40262,37833,2429,84911,83567,1344
2023-07-17,臺股期貨,投信,13117,11783,1334,14119,18137,-4018
2023-07-17,臺股期貨,自營商,6479,13523,-7044,17758,16575,1183
2023-07-18,小型臺指,外資,7788,3687,4101,88050,89334,-1284
2023-07-18,小型臺指,投信,278,13,265,205,204,1
2023-07-18,小型臺指,自營商,10680,9956,724,22767,23643,-876
2023-07-18,臺股期貨,外資,34743,31908,2835,89825,89419,406
2023-07-18,臺股期貨,投信,12969,11853,1116,10013,10231,-218
2023-07-18,臺股期貨,自營商,6505,13960,-7455,22910,23259,-349
2023-07-19,小型臺指,外資,3592,2246,1346,92264,99933,-7669
2023-07-19,小型臺指,投信,278,16,262,10,13,-3
2023-07-19,小型臺指,自營商,2036,9357,-7321,17346,19071,-1725
2023-07-19,臺股期貨,外資,31962,28832,3130,66367,70280,-3913
2023-07-19,臺股期貨,投信,12989,11967,1022,840,934,-94
2023-07-19,臺股期貨,自營商,2508,10878,-8370,19870,18498,1372
2023-07-20,小型臺指,外資,7808,2093,5715,87318,82949,4369
2023-07-20,小型臺指,投信,293,16,277,32,17,15
2023-07-20,小型臺指,自營商,2704,9901,-7197,8137,7749,388
2023-07-20,臺股期貨,外資,35567,30095,5472,57618,55276,2342
2023-07-20,臺股期貨,投信,12684,12062,622,52,452,-400
2023-07-20,臺股期貨,自營商,2823,11511,-8688,7433,7817,-384
2023-07-21,小型臺指,外資,3923,4909,-986,109106,115775,-6669
2023-07-21,小型臺指,投信,262,19,243,0,34,-34
2023-07-21,小型臺指,自營商,3240,9194,-5954,12414,11191,1223
2023-07-21,臺股期貨,外資,34314,33779,535,71116,76061,-4945
2023-07-21,臺股期貨,投信,12724,12215,509,178,291,-113
2023-07-21,臺股期貨,自營商,3672,10885,-7213,11355,9875,1480
2023-07-24,小型臺指,外資,5022,4230,792,92915,91137,1778
2023-07-24,小型臺指,投信,267,19,248,5,0,5
2023-07-24,小型臺指,自營商,2731,8864,-6133,9135,9174,-39
2023-07-24,臺股期貨,外資,36001,31721,4280,60925,57180,3745
2023-07-24,臺股期貨,投信,12692,12213,479,115,145,-30
2023-07-24,臺股期貨,自營商,3255,10745,-7490,8882,9194,-312
2023-07-25,小型臺指,外資,7284,3558,3726,83158,80332,2826
2023-07-25,小型臺指,投信,267,18,249,1,0,1
2023-07-25,小型臺指,自營商,2506,8326,-5820,10325,10308,17
2023-07-25,臺股期貨,外資,38101,33168,4933,54406,53726,680
2023-07-25,臺股期貨,投信,12756,11677,1079,652,52,600
2023-07-25,臺股期貨,自營商,4187,11058,-6871,10180,9487,693
2023-07-26,小型臺指,外資,2361,6106,-3745,73957,81408,-7451
2023-07-26,小型臺指,投信,247,18,229,1,21,-20
2023-07-26,小型臺指,自營商,3242,7500,-4258,10412,9163,1249
2023-07-26,臺股期貨,外資,35531,33912,1619,49696,53010,-3314
2023-07-26,臺股期貨,投信,12454,11786,668,2,413,-411
2023-07-26,臺股期貨,自營商,4185,10497,-6312,10247,9619,628
2023-07-27,小型臺指,外資,5273,4823,450,101950,97755,4195
2023-07-27,小型臺指,投信,244,17,227,3,5,-2
2023-07-27,小型臺指,自營商,3556,6007,-2451,11322,9639,1683
2023-07-27,臺股期貨,外資,34543,32349,2194,63395,62820,575
2023-07-27,臺股期貨,投信,12480,11599,881,375,162,213
2023-07-27,臺股期貨,自營商,5251,10415,-5164,9224,8045,1179
2023-07-28,小型臺指,外資,6097,3279,2818,108688,109832,-1144
2023-07-28,小型臺指,投信,236,17,219,0,8,-8
2023-07-28,小型臺指,自營商,6551,6463,88,13469,10910,2559
2023-07-28,臺股期貨,外資,34577,33542,1035,69752,70033,-281
2023-07-28,臺股期貨,投信,12150,11598,552,1,330,-329
2023-07-28,臺股期貨,自營商,5234,9821,-4587,10255,9683,572
2023-07-31,小型臺指,外資,2627,7253,-4626,119988,127432,-7444
2023-07-31,小型臺指,投信,226,19,207,5,17,-12
2023-07-31,小型臺指,自營商,6356,8880,-2524,16367,18775,-2408
2023-07-31,臺股期貨,外資,32055,35841,-3786,73910,78731,-4821
2023-07-31,臺股期貨,投信,11724,11704,20,190,722,-532
2023-07-31,臺股期貨,自營商,5406,10597,-5191,12628,13283,-655
2023-08-01,小型臺指,外資,5256,4073,1183,91938,86125,5813
2023-08-01,小型臺指,投信,221,18,203,1,5,-4
2023-08-01,小型臺指,自營商,7884,8865,-981,11953,10574,1379
2023-08-01,臺股期貨,外資,32670,32344,326,57411,53300,4111
2023-08-01,臺股期貨,投信,11488,11605,-117,154,291,-137
2023-08-01,臺股期貨,自營商,5091,10419,-5328,8417,8513,-96
2023-08-02,小型臺指,外資,2722,12459,-9737,107810,122782,-14972
2023-08-02,小型臺指,投信,229,18,211,9,1,8
2023-08-02,小型臺指,自營商,8877,11089,-2212,17004,19263,-2259
2023-08-02,臺股期貨,外資,29816,35143,-5327,69726,74356,-4630
2023-08-02,臺股期貨,投信,11646,12005,-359,276,518,-242
2023-08-02,臺股期貨,自營商,5782,11368,-5586,17362,17381,-19
2023-08-04,小型臺指,外資,3708,12756,-9048,114965,114276,689
2023-08-04,小型臺指,投信,229,18,211,0,0,0
2023-08-04,小型臺指,自營商,8696,10585,-1889,13414,13739,-325
2023-08-04,臺股期貨,外資,32140,33524,-1384,71549,67606,3943
2023-08-04,臺股期貨,投信,11866,12104,-238,303,182,121
2023-08-04,臺股期貨,自營商,5868,10810,-4942,11108,10302,806
2023-08-07,小型臺指,外資,6213,4738,1475,120035,109512,10523
2023-08-07,小型臺指,投信,224,17,207,1,5,-4
2023-08-07,小型臺指,自營商,7936,7524,412,16175,14114,2061
2023-08-07,臺股期貨,外資,33501,31511,1990,69648,66274,3374
2023-08-07,臺股期貨,投信,11971,11721,250,518,30,488
2023-08-07,臺股期貨,自營商,4722,10310,-5588,11089,11675,-586
2023-08-08,小型臺指,外資,2175,7182,-5007,111860,118358,-6498
2023-08-08,小型臺指,投信,219,17,202,0,5,-5
2023-08-08,小型臺指,自營商,8364,10035,-1671,13551,15866,-2315
2023-08-08,臺股期貨,外資,30522,30889,-367,69811,72164,-2353
2023-08-08,臺股期貨,投信,12222,11725,497,287,40,247
2023-08-08,臺股期貨,自營商,5591,10125,-4534,13518,12406,1112
2023-08-09,小型臺指,外資,2968,7132,-4164,108578,107722,856
2023-08-09,小型臺指,投信,220,15,205,3,0,3
2023-08-09,小型臺指,自營商,7815,8346,-531,16288,15169,1119
2023-08-09,臺股期貨,外資,30897,29000,1897,63793,61529,2264
2023-08-09,臺股期貨,投信,12304,11738,566,183,114,69
2023-08-09,臺股期貨,自營商,4259,9582,-5323,13100,13889,-789
2023-08-10,小型臺指,外資,1614,8188,-6574,124613,130295,-5682
2023-08-10,小型臺指,投信,220,17,203,0,2,-2
2023-08-10,小型臺指,自營商,8335,10022,-1687,16402,19250,-2848
2023-08-10,臺股期貨,外資,25413,29287,-3874,73453,78406,-4953
2023-08-10,臺股期貨,投信,12832,12070,762,665,469,196
2023-08-10,臺股期貨,自營商,5473,8938,-3465,14479,12198,2281
2023-08-11,小型臺指,外資,3021,6236,-3215,135073,131746,3327
2023-08-11,小型臺指,投信,201,17,184,0,19,-19
2023-08-11,小型臺指,自營商,6098,9931,-3833,16239,17345,-1106
2023-08-11,臺股期貨,外資,26627,27742,-1115,79880,77113,2767
2023-08-11,臺股期貨,投信,12891,12169,722,76,116,-40
2023-08-11,臺股期貨,自營商,4838,9711,-4873,12729,14397,-1668
2023-08-14,小型臺指,外資,2000,12202,-10202,125215,135702,-10487
2023-08-14,小型臺指,投信,168,12,156,73,101,-28
2023-08-14,小型臺指,自營商,7022,12273,-5251,20652,22070,-1418
2023-08-14,臺股期貨,外資,22520,33728,-11208,102480,111698,-9218
2023-08-14,臺股期貨,投信,13375,12341,1034,14842,14530,312
2023-08-14,臺股期貨,自營商,8245,10114,-1869,23283,20279,3004
2023-08-15,小型臺指,外資,5697,5800,-103,103569,93478,10091
2023-08-15,小型臺指,投信,168,9,159,111,108,3
2023-08-15,小型臺指,自營商,5216,9745,-4529,19174,18868,306
2023-08-15,臺股期貨,外資,24599,28181,-3582,80489,72861,7628
2023-08-15,臺股期貨,投信,11978,12237,-259,9662,10955,-1293
2023-08-15,臺股期貨,自營商,4916,9958,-5042,15037,18106,-3069
2023-08-16,小型臺指,外資,2163,6797,-4634,100622,101003,-381
2023-08-16,小型臺指,投信,143,11,132,0,23,-23
2023-08-16,小型臺指,自營商,1140,10664,-9524,18770,18811,-41
2023-08-16,臺股期貨,外資,20187,22557,-2370,62488,64585,-2097
2023-08-16,臺股期貨,投信,12296,12246,50,804,454,350
2023-08-16,臺股期貨,自營商,4133,8447,-4314,19050,17201,1849
2023-08-17,小型臺指,外資,2696,7219,-4523,126528,126485,43
2023-08-17,小型臺指,投信,123,8,115,3,20,-17
2023-08-17,小型臺指,自營商,2554,10956,-8402,14652,13890,762
2023-08-17,臺股期貨,外資,24315,23369,946,76553,73220,3333
2023-08-17,臺股期貨,投信,12521,12234,287,262,25,237
2023-08-17,臺股期貨,自營商,4859,8507,-3648,12189,11433,756
2023-08-18,小型臺指,外資,3039,13481,-10442,122909,128828,-5919
2023-08-18,小型臺指,投信,126,11,115,5,5,0
2023-08-18,小型臺指,自營商,3074,13047,-9973,11714,13781,-2067
2023-08-18,臺股期貨,外資,23770,24544,-774,72546,74266,-1720
2023-08-18,臺股期貨,投信,12490,12362,128,59,218,-159
2023-08-18,臺股期貨,自營商,4898,8655,-3757,11897,11882,15
2023-08-21,小型臺指,外資,2061,10177,-8116,112404,115014,-2610
2023-08-21,小型臺指,投信,121,11,110,0,5,-5
2023-08-21,小型臺指,自營商,2782,11750,-8968,8390,7705,685
2023-08-21,臺股期貨,外資,21534,27621,-6087,61701,65780,-4079
2023-08-21,臺股期貨,投信,12574,12363,211,92,9,83
2023-08-21,臺股期貨,自營商,4692,9164,-4472,7623,8258,-635
2023-08-22,小型臺指,外資,2291,8316,-6025,94761,92658,2103
2023-08-22,小型臺指,投信,113,11,102,0,8,-8
2023-08-22,小型臺指,自營商,2533,11576,-9043,7823,8418,-595
2023-08-22,臺股期貨,外資,21044,26120,-5076,54828,53820,1008
2023-08-22,臺股期貨,投信,12549,12354,195,25,41,-16
2023-08-22,臺股期貨,自營商,4907,9212,-4305,7893,7596,297
2023-08-23,小型臺指,外資,9554,3426,6128,104327,92298,12029
2023-08-23,小型臺指,投信,113,11,102,0,0,0
2023-08-23,小型臺指,自營商,3615,9193,-5578,11866,8293,3573
2023-08-23,臺股期貨,外資,22951,25957,-3006,60017,57947,2070
2023-08-23,臺股期貨,投信,12564,12024,540,444,99,345
2023-08-23,臺股期貨,自營商,4641,9746,-5105,9753,10544,-791
2023-08-24,小型臺指,外資,3880,3257,623,108388,108721,-333
2023-08-24,小型臺指,投信,121,11,110,8,0,8
2023-08-24,小型臺指,自營商,4516,8791,-4275,12361,11678,683
2023-08-24,臺股期貨,外資,21831,23469,-1638,69309,69234,75
2023-08-24,臺股期貨,投信,12877,11599,1278,738,0,738
2023-08-24,臺股期貨,自營商,4767,9211,-4444,10365,9549,816
2023-08-25,小型臺指,外資,1619,12299,-10680,104871,123110,-18239
